500001,prelims,500001,5,5,30,23,70,28,100,2022-09-24
500002,prelims,500002,5,23,30,56,70,79,100,2022-09-24
500003,prelims,500003,5,10,30,27,70,37,100,2022-09-24
500004,prelims,500004,5,15,30,53,70,68,100,2022-09-24
500005,prelims,500005,5,13,30,2,70,15,100,2022-09-24
500006,prelims,500006,5,2,30,42,70,44,100,2022-09-24
500007,prelims,500007,5,17,30,42,70,59,100,2022-09-24
500008,prelims,500008,5,17,30,30,70,47,100,2022-09-24
500009,prelims,500009,5,7,30,53,70,60,100,2022-09-24
500010,prelims,500010,5,25,30,58,70,83,100,2022-09-24
500011,prelims,500011,5,26,30,60,70,86,100,2022-09-24
500012,prelims,500012,5,16,30,45,70,61,100,2022-09-24
500013,prelims,500013,5,13,30,63,70,76,100,2022-09-24
500014,prelims,500014,5,27,30,66,70,93,100,2022-09-24
500015,prelims,500015,5,9,30,9,70,18,100,2022-09-24
500016,prelims,500016,5,29,30,12,70,41,100,2022-09-24
500017,prelims,500017,5,8,30,1,70,9,100,2022-09-24
500018,prelims,500018,5,8,30,60,70,68,100,2022-09-24
500019,prelims,500019,5,10,30,11,70,21,100,2022-09-24
500020,prelims,500020,5,9,30,34,70,43,100,2022-09-24
500021,prelims,500021,5,11,30,12,70,23,100,2022-09-24
500022,prelims,500022,5,23,30,6,70,29,100,2022-09-24
500023,prelims,500023,5,21,30,36,70,57,100,2022-09-24
500024,prelims,500024,5,7,30,55,70,62,100,2022-09-24
500025,prelims,500025,5,10,30,25,70,35,100,2022-09-24
500026,prelims,500026,5,1,30,17,70,18,100,2022-09-24
500027,prelims,500027,5,6,30,10,70,16,100,2022-09-24
500028,prelims,500028,5,19,30,2,70,21,100,2022-09-24
500029,prelims,500029,5,20,30,3,70,23,100,2022-09-24
500030,prelims,500030,5,26,30,10,70,36,100,2022-09-24
500031,prelims,500031,5,11,30,40,70,51,100,2022-09-24
500032,prelims,500032,5,20,30,49,70,69,100,2022-09-24
500033,prelims,500033,5,3,30,57,70,60,100,2022-09-24
500034,prelims,500034,5,20,30,65,70,85,100,2022-09-24
500035,prelims,500035,5,23,30,66,70,89,100,2022-09-24
500036,prelims,500036,5,15,30,32,70,47,100,2022-09-24
500037,prelims,500037,5,7,30,66,70,73,100,2022-09-24
500038,prelims,500038,5,7,30,43,70,50,100,2022-09-24
500039,prelims,500039,5,1,30,29,70,30,100,2022-09-24
500040,prelims,500040,5,26,30,61,70,87,100,2022-09-24
500041,prelims,500041,5,23,30,1,70,24,100,2022-09-24
500042,prelims,500042,5,25,30,4,70,29,100,2022-09-24
500043,prelims,500043,5,27,30,66,70,93,100,2022-09-24
500044,prelims,500044,5,20,30,62,70,82,100,2022-09-24
500045,prelims,500045,5,18,30,21,70,39,100,2022-09-24
500046,prelims,500046,5,9,30,18,70,27,100,2022-09-24
500047,prelims,500047,5,4,30,44,70,48,100,2022-09-24
500048,prelims,500048,5,10,30,52,70,62,100,2022-09-24
500049,prelims,500049,5,20,30,11,70,31,100,2022-09-24
500050,prelims,500050,5,9,30,52,70,61,100,2022-09-24
500051,prelims,500051,5,19,30,67,70,86,100,2022-09-24
500052,prelims,500052,5,7,30,61,70,68,100,2022-09-24
500053,prelims,500053,5,11,30,66,70,77,100,2022-09-24
500054,prelims,500054,5,15,30,66,70,81,100,2022-09-24
500055,prelims,500055,5,25,30,36,70,61,100,2022-09-24
500056,prelims,500056,5,4,30,28,70,32,100,2022-09-24
500057,prelims,500057,5,26,30,37,70,63,100,2022-09-24
500058,prelims,500058,5,2,30,44,70,46,100,2022-09-24
500059,prelims,500059,5,19,30,8,70,27,100,2022-09-24
500060,prelims,500060,5,1,30,2,70,3,100,2022-09-24
500061,prelims,500061,5,2,30,62,70,64,100,2022-09-24
500062,prelims,500062,5,14,30,58,70,72,100,2022-09-24
500063,prelims,500063,5,30,30,57,70,87,100,2022-09-24
500064,prelims,500064,5,26,30,62,70,88,100,2022-09-24
500065,prelims,500065,5,29,30,25,70,54,100,2022-09-24
500066,prelims,500066,5,29,30,58,70,87,100,2022-09-24
500067,prelims,500067,5,7,30,17,70,24,100,2022-09-24
500068,prelims,500068,5,26,30,21,70,47,100,2022-09-24
500069,prelims,500069,5,17,30,17,70,34,100,2022-09-24
500070,prelims,500070,5,11,30,5,70,16,100,2022-09-24
500071,prelims,500071,5,22,30,29,70,51,100,2022-09-24
500072,prelims,500072,5,30,30,25,70,55,100,2022-09-24
500073,prelims,500073,5,22,30,70,70,92,100,2022-09-24
500074,prelims,500074,5,8,30,24,70,32,100,2022-09-24
500075,prelims,500075,5,29,30,56,70,85,100,2022-09-24
500076,prelims,500076,5,10,30,60,70,70,100,2022-09-24
500077,prelims,500077,5,27,30,44,70,71,100,2022-09-24
500078,prelims,500078,5,5,30,46,70,51,100,2022-09-24
